OrderDate,SalesID,SalesName,InvoiceNo,CustomerName,Gender,CustomerID,CustomerType,ProductName,ProductCode,ProductCategory,CategoryCode,UnitPrice,Quantity,OrderValue,DiscountValue,SalesValue,SalesReturn,CreditedAmount,Commission,Year,Month,Day,NetSales,DueAmount
3/2/2025,SID017,Nusrat Jahan,INV2503104007,Diamond Cosmetics,Female,CUS00052,Walk In,Condom,COS036,Cosmetics,CAT002,300,21,6300,630,5670,0,0,170.1,2025,March,2,5670,0
4/24/2025,SID016,Nusrat Jahan,INV2504104008,Nova Cosmetics,Both,CUS00146,Corporate,Hair Removal Cream,COS025,Cosmetics,CAT002,450,86,38700,3870,34830,1741.5,10449,1044.9,2025,April,24,33088.5,10449
8/10/2026,SID011,Mahmudul Hasan,INV2608104009,Royal Cosmetics,Female,CUS00287,Walk In,Hair Mask,COS018,Cosmetics,CAT002,1100,72,79200,3960,75240,0,15048,2257.2,2026,August,10,75240,15048
6/30/2026,SID013,Shuvo Das,INV2606104010,Urban Avenue,Both,CUS00017,Online,Toothbrush,HYG006,Hygiene Products,CAT004,150,49,7350,220.5,7129.5,0,2138.85,213.88,2026,June,30,7129.5,2138.85
12/15/2026,SID012,Mahmudul Hasan,INV2612104011,Glamour Point,Male,CUS00176,Online,Luggage,ACC013,Accessories,CAT003,8000,82,656000,65600,590400,11808,0,17712,2026,December,15,578592,0
9/26/2026,SID008,Farzana Akter,INV2609104012,Beauty Avenue,Female,CUST049,Distributor,Feminine Wash,HYG010,Hygiene Products,CAT004,400,54,21600,2160,19440,972,0,583.2,2026,September,26,18468,0
6/6/2025,SID004,Mehedi Hasan,INV2506104013,Global Apparel,Female,CUS00398,Online,Foot Care Cream,HYG014,Hygiene Products,CAT004,300,89,26700,801,25899,0,7769.7,776.97,2025,June,6,25899,7769.7
10/25/2026,SID001,Sadia Afrin,INV2610104014,Elegant Choice,Both,CUS00306,Corporate,Body Oil,COS040,Cosmetics,CAT002,800,76,60800,1824,58976,1179.52,11795.2,1769.28,2026,October,25,57796.48,11795.2
3/6/2026,SID001,Mehedi Hasan,INV2603104015,Bloom Cosmetics,Female,CUST027,Distributor,Personal Toys,COS041,Cosmetics,CAT002,1500,63,94500,2835,91665,0,18333,2749.95,2026,March,6,91665,18333
6/7/2026,SID005,Nusrat Jahan,INV2606104016,Unique Collection,Male,CUS00289,Retail,Personal Toys,COS041,Cosmetics,CAT002,1500,72,108000,10800,97200,0,29160,2916,2026,June,7,97200,29160
8/22/2025,SID011,Samira Akter,INV2508104017,Lily Boutique,Male,CUS00312,Retail,Face Toner,COS033,Cosmetics,CAT002,500,100,50000,3500,46500,2325,9300,1395,2025,August,22,44175,9300
2/3/2026,SID016,Imran Hossain,INV2602104018,Iconic Fashion,Male,CUS00060,Online,Beard Oil,COS010,Cosmetics,CAT002,900,63,56700,2835,53865,1077.3,10773,1615.95,2026,February,3,52787.7,10773
4/24/2025,SID011,Farzana Akter,INV2504104019,Cosmo House,Both,CUST055,Distributor,Toothpaste,HYG005,Hygiene Products,CAT004,200,32,6400,320,6080,121.6,0,182.4,2025,April,24,5958.4,0
6/7/2026,SID008,Shuvo Das,INV2606104020,Trendy Boutique,Both,CUS00003,Walk In,Hair Conditioner,COS032,Cosmetics,CAT002,750,41,30750,1537.5,29212.5,0,0,876.38,2026,June,7,29212.5,0
11/11/2025,SID013,Mim Akter,INV2511104021,Smart Beauty,Female,CUS00100,Walk In,Disinfectant Spray,HYG003,Hygiene Products,CAT004,400,24,9600,480,9120,0,1824,273.6,2025,November,11,9120,1824
4/4/2026,SID010,Sadia Afrin,INV2604104022,Prime Collection,Female,CUS00066,Retail,Shaving Cream,COS021,Cosmetics,CAT002,350,62,21700,2170,19530,0,3906,585.9,2026,April,4,19530,3906
6/21/2026,SID014,Tasnia Rahman,INV2606104023,New Era Fashion,Female,CUS00304,Corporate,Body Wash,COS030,Cosmetics,CAT002,600,89,53400,2670,50730,1014.6,10146,1521.9,2026,June,21,49715.4,10146
5/22/2026,SID020,Shakil Khan,INV2605104024,Cosmetics World,Female,CUS00108,Distributor,Shampoo,COS005,Cosmetics,CAT002,700,41,28700,2870,25830,0,0,774.9,2026,May,22,25830,0
3/13/2025,SID016,Sabbir Ahmed,INV2503104025,Fashion World,Female,CUS00356,Distributor,Hair Removal Cream,HYG013,Hygiene Products,CAT004,450,29,13050,1305,11745,587.25,3523.5,352.35,2025,March,13,11157.75,3523.5
12/13/2026,SID020,Shuvo Das,INV2612104026,Shine Collection,Both,CUS00094,Distributor,Face Wash,COS001,Cosmetics,CAT002,450,90,40500,4050,36450,729,0,1093.5,2026,December,13,35721,0
12/2/2026,SID018,Siam Ahmed,INV2612104027,Elegant Boutique,Male,CUS00460,Online,Toothbrush,HYG006,Hygiene Products,CAT004,150,92,13800,966,12834,256.68,3850.2,385.02,2026,December,2,12577.32,3850.2
6/28/2025,SID010,Tanvir Islam,INV2506104028,Luxury Apparel,Female,CUS00046,Online,Deodorant,HYG008,Hygiene Products,CAT004,450,94,42300,0,42300,846,12690,1269,2025,June,28,41454,12690
5/8/2026,SID013,Mahmudul Hasan,INV2605104029,Prime Collection,Male,CUS00333,Distributor,Toothbrush,HYG006,Hygiene Products,CAT004,150,75,11250,562.5,10687.5,0,2137.5,320.62,2026,May,8,10687.5,2137.5
10/23/2025,SID011,Shakil Khan,INV2510104030,Fashion Point,Male,CUS00179,Distributor,Face Serum,COS014,Cosmetics,CAT002,1300,98,127400,6370,121030,6051.5,0,3630.9,2025,October,23,114978.5,0
3/17/2025,SID010,Farzana Akter,INV2503104031,Glow & Shine,Both,CUS00214,Corporate,Toothbrush,HYG006,Hygiene Products,CAT004,150,42,6300,0,6300,315,0,189,2025,March,17,5985,0
9/10/2026,SID009,Samira Akter,INV2609104032,New Era Fashion,Female,CUS00032,Corporate,Body Scrub,COS026,Cosmetics,CAT002,650,65,42250,1267.5,40982.5,2049.12,0,1229.47,2026,September,10,38933.38,0
12/22/2025,SID011,Shuvo Das,INV2512104033,Rainbow Apparel,Female,CUS00485,Distributor,Women's Skirt,APP011,Fashion Apparel,CAT001,1500,76,114000,3420,110580,0,22116,3317.4,2025,December,22,110580,22116
1/31/2026,SID007,Rashedul Islam,INV2601104034,Fashion Avenue,Both,CUS00376,Online,Shaving Cream,HYG009,Hygiene Products,CAT004,350,18,6300,441,5859,117.18,1171.8,175.77,2026,January,31,5741.82,1171.8
7/25/2025,SID015,Sharmin Akter,INV2507104035,Unique Collection,Female,CUS00093,Online,Jewelry Set,ACC009,Accessories,CAT003,4500,81,364500,0,364500,18225,72900,10935,2025,July,25,346275,72900
6/24/2025,SID018,Mim Akter,INV2506104036,Cosmo House,Both,CUST055,Distributor,Baby Wipes,HYG011,Hygiene Products,CAT004,250,75,18750,1875,16875,843.75,3375,506.25,2025,June,24,16031.25,3375
5/19/2025,SID016,Bonna Akter,INV2505104037,Trendy Shop,Female,CUS00156,Retail,Luggage,ACC013,Accessories,CAT003,8000,69,552000,55200,496800,24840,149040,14904,2025,May,19,471960,149040
8/16/2026,SID010,Abdullah Al Mamun,INV2608104038,Infinity Style,Both,CUS00408,Online,Toothbrush,HYG006,Hygiene Products,CAT004,150,79,11850,592.5,11257.5,562.88,2251.5,337.72,2026,August,16,10694.62,2251.5
6/2/2026,SID003,Rakib Hasan,INV2606104039,Prime Collection,Both,CUS00434,Retail,Hair Conditioner,COS032,Cosmetics,CAT002,750,99,74250,5197.5,69052.5,1381.05,20715.75,2071.57,2026,June,2,67671.45,20715.75
6/18/2026,SID008,Rakib Hasan,INV2606104040,Cosmetics World,Male,CUS00220,Distributor,Gloves,ACC008,Accessories,CAT003,600,97,58200,2910,55290,1105.8,0,1658.7,2026,June,18,54184.2,0
8/13/2026,SID015,Farzana Akter,INV2608104041,Iconic Fashion,Male,CUS00355,Online,Hand Sanitizer,HYG001,Hygiene Products,CAT004,250,92,23000,1150,21850,1092.5,6555,655.5,2026,August,13,20757.5,6555
12/24/2025,SID011,Farzana Akter,INV2512104042,Rainbow Apparel,Male,CUS00445,Corporate,Handbag,ACC001,Accessories,CAT003,3500,66,231000,0,231000,0,69300,6930,2025,December,24,231000,69300
3/25/2026,SID017,Jannatul Ferdous,INV2603104043,Classic Beauty,Both,CUST025,Corporate,Handbag,ACC001,Accessories,CAT003,3500,29,101500,10150,91350,4567.5,27405,2740.5,2026,March,25,86782.5,27405
11/15/2025,SID006,Farzana Akter,INV2511104044,Premium Beauty,Female,CUS00113,Retail,Underarm Whitening Cream,COS024,Cosmetics,CAT002,500,75,37500,0,37500,750,7500,1125,2025,November,15,36750,7500
2/6/2026,SID005,Shakil Khan,INV2602104045,Fashion Express,Male,CUS00479,Walk In,Hair Dryer,COS038,Cosmetics,CAT002,4000,13,52000,5200,46800,2340,9360,1404,2026,February,6,44460,9360
9/19/2026,SID003,Sharmin Akter,INV2609104046,Trendy Shop,Both,CUS00131,Walk In,Deodorant,HYG008,Hygiene Products,CAT004,450,21,9450,283.5,9166.5,458.33,0,275,2026,September,19,8708.17,0
10/27/2025,SID004,Mahmudul Hasan,INV2510104047,Fashion Gallery,Male,CUS00153,Distributor,Men T-Shirt,APP001,Fashion Apparel,CAT001,750,72,54000,3780,50220,2511,0,1506.6,2025,October,27,47709,0
9/14/2026,SID009,Tanjina Sultana,INV2609104048,Fashion Central,Both,CUS00119,Retail,Jewelry Set,ACC009,Accessories,CAT003,4500,57,256500,0,256500,5130,51300,7695,2026,September,14,251370,51300
9/17/2025,SID008,Nayeem Hasan,INV2509104049,Fashion Gallery,Male,CUS00218,Retail,Women's Nightwear,APP014,Fashion Apparel,CAT001,800,91,72800,0,72800,0,21840,2184,2025,September,17,72800,21840
6/28/2025,SID001,Tasnia Rahman,INV2506104050,Elite Fashion,Male,CUS00013,Distributor,Women's Nightwear,APP014,Fashion Apparel,CAT001,800,47,37600,3760,33840,0,0,1015.2,2025,June,28,33840,0
2/23/2026,SID008,Sabbir Ahmed,INV2602104051,Cosmetics Central,Female,CUST058,Distributor,Feminine Wash,COS022,Cosmetics,CAT002,400,87,34800,2436,32364,0,0,970.92,2026,February,23,32364,0
4/16/2026,SID003,Tanvir Islam,INV2604104052,Infinity Style,Both,CUS00297,Online,Hair Spray,COS029,Cosmetics,CAT002,450,24,10800,756,10044,200.88,2008.8,301.32,2026,April,16,9843.12,2008.8
7/18/2025,SID019,Tanjina Sultana,INV2507104053,Classic Apparel,Female,CUST003,Walk In,Toothpaste,HYG005,Hygiene Products,CAT004,200,16,3200,160,3040,152,912,91.2,2025,July,18,2888,912
1/23/2026,SID004,Sabbir Ahmed,INV2601104054,Lily Boutique,Female,CUS00236,Walk In,Compact Powder,COS008,Cosmetics,CAT002,800,20,16000,0,16000,800,4800,480,2026,January,23,15200,4800
8/15/2026,SID015,Tasnia Rahman,INV2608104055,Nova Cosmetics,Female,CUS00156,Corporate,Face Mask,COS020,Cosmetics,CAT002,600,56,33600,1680,31920,1596,6384,957.6,2026,August,15,30324,6384
9/1/2025,SID007,Bonna Akter,INV2509104056,Chic Collection,Male,CUST050,Online,Underarm Whitening Cream,COS024,Cosmetics,CAT002,500,99,49500,0,49500,990,0,1485,2025,September,1,48510,0
2/8/2026,SID019,Tasnia Rahman,INV2602104057,Rainbow Apparel,Female,CUS00062,Walk In,Lipstick,COS002,Cosmetics,CAT002,850,30,25500,2550,22950,459,4590,688.5,2026,February,8,22491,4590
1/28/2025,SID019,Shakil Khan,INV2501104058,Beauty Avenue,Female,CUST049,Distributor,Hair Removal Cream,HYG013,Hygiene Products,CAT004,450,49,22050,1543.5,20506.5,0,6151.95,615.19,2025,January,28,20506.5,6151.95
3/16/2026,SID007,Shakil Khan,INV2603104059,Cosmetics Central,Female,CUST058,Distributor,Foot Care Cream,HYG014,Hygiene Products,CAT004,300,45,13500,675,12825,256.5,2565,384.75,2026,March,16,12568.5,2565
10/17/2026,SID010,Nayeem Hasan,INV2610104060,Smart Beauty,Male,CUS00112,Walk In,Foot Care Cream,COS023,Cosmetics,CAT002,300,39,11700,351,11349,0,2269.8,340.47,2026,October,17,11349,2269.8
8/6/2026,SID004,Sharmin Akter,INV2608104061,Shine Collection,Male,CUS00278,Retail,Lipstick,COS002,Cosmetics,CAT002,850,46,39100,0,39100,782,0,1173,2026,August,6,38318,0
4/10/2025,SID007,Abdullah Al Mamun,INV2504104062,Cosmetics World,Male,CUS00051,Distributor,Underarm Whitening Cream,COS024,Cosmetics,CAT002,500,45,22500,675,21825,436.5,4365,654.75,2025,April,10,21388.5,4365
8/29/2025,SID020,Nayeem Hasan,INV2508104063,Cosmo House,Both,CUST055,Distributor,Hair Color,COS012,Cosmetics,CAT002,1500,80,120000,6000,114000,2280,22800,3420,2025,August,29,111720,22800
2/16/2026,SID019,Mahmudul Hasan,INV2602104064,Prime Collection,Female,CUS00266,Online,Gloves,ACC008,Accessories,CAT003,600,16,9600,288,9312,0,1862.4,279.36,2026,February,16,9312,1862.4
4/14/2025,SID017,Farzana Akter,INV2504104065,Apex Fashion,Female,CUST061,Distributor,Jewelry Set,ACC009,Accessories,CAT003,4500,72,324000,0,324000,16200,0,9720,2025,April,14,307800,0
9/4/2025,SID020,Tasnia Rahman,INV2509104066,Fashion Avenue,Both,CUS00138,Online,Men's Innerwear,APP016,Fashion Apparel,CAT001,700,23,16100,0,16100,322,3220,483,2025,September,4,15778,3220
5/18/2025,SID014,Tanvir Islam,INV2505104067,Cosmo House,Both,CUST055,Distributor,Body Oil,COS040,Cosmetics,CAT002,800,9,7200,504,6696,133.92,0,200.88,2025,May,18,6562.08,0
9/15/2025,SID007,Tasnia Rahman,INV2509104068,Prime Collection,Female,CUS00362,Online,Face Scrub,COS027,Cosmetics,CAT002,550,23,12650,379.5,12270.5,0,0,368.12,2025,September,15,12270.5,0
4/25/2026,SID004,Farzana Akter,INV2604104069,Unique Collection,Female,CUS00360,Online,Backpack,ACC012,Accessories,CAT003,3000,91,273000,27300,245700,12285,49140,7371,2026,April,25,233415,49140
8/12/2025,SID013,Mim Akter,INV2508104070,Luxury Apparel,Female,CUS00093,Corporate,Men T-Shirt,APP001,Fashion Apparel,CAT001,750,63,47250,4725,42525,0,0,1275.75,2025,August,12,42525,0
2/23/2026,SID016,Rafiul Karim,INV2602104071,Beauty Point,Female,CUST066,Corporate,Body Scrub,COS026,Cosmetics,CAT002,650,18,11700,351,11349,0,2269.8,340.47,2026,February,23,11349,2269.8
9/3/2026,SID005,Mahmudul Hasan,INV2609104072,Signature Fashion,Female,CUS00492,Corporate,Women's Top,APP006,Fashion Apparel,CAT001,1200,12,14400,1440,12960,648,0,388.8,2026,September,3,12312,0
7/4/2025,SID015,Sharmin Akter,INV2507104073,Iconic Fashion,Female,CUS00262,Corporate,Women's Kurti,APP004,Fashion Apparel,CAT001,1800,100,180000,9000,171000,8550,34200,5130,2025,July,4,162450,34200
10/31/2025,SID011,Shakil Khan,INV2510104074,Global Apparel,Female,CUS00235,Retail,Kids Dress,APP008,Fashion Apparel,CAT001,950,49,46550,0,46550,931,9310,1396.5,2025,October,31,45619,9310
12/13/2026,SID015,Rafiul Karim,INV2612104075,Dream Fashion,Male,CUS00297,Distributor,Face Serum,COS014,Cosmetics,CAT002,1300,20,26000,1820,24180,0,7254,725.4,2026,December,13,24180,7254
7/15/2025,SID015,Siam Ahmed,INV2507104076,Glamour Point,Male,CUS00409,Online,Men's Nightwear,APP015,Fashion Apparel,CAT001,850,39,33150,0,33150,0,6630,994.5,2025,July,15,33150,6630
2/5/2026,SID018,Rafiul Karim,INV2602104077,Unique Collection,Male,CUS00068,Online,Disinfectant Spray,HYG003,Hygiene Products,CAT004,400,87,34800,3480,31320,0,9396,939.6,2026,February,5,31320,9396
4/30/2025,SID013,Shakil Khan,INV2504104078,Fashion Avenue,Female,CUS00301,Corporate,Body Mist,COS037,Cosmetics,CAT002,450,59,26550,1327.5,25222.5,1261.12,7566.75,756.67,2025,April,30,23961.38,7566.75
12/23/2025,SID007,Sadia Afrin,INV2512104079,Beauty Avenue,Female,CUST049,Distributor,Nail Polish,COS013,Cosmetics,CAT002,400,99,39600,0,39600,1980,0,1188,2025,December,23,37620,0
1/8/2025,SID005,Samira Akter,INV2501104080,Dream Fashion,Both,CUS00152,Distributor,Face Scrub,COS027,Cosmetics,CAT002,550,35,19250,962.5,18287.5,0,5486.25,548.62,2025,January,8,18287.5,5486.25
2/6/2026,SID020,Tanjina Sultana,INV2602104081,Beauty Point,Female,CUST066,Corporate,Women's Nightwear,APP014,Fashion Apparel,CAT001,800,83,66400,0,66400,1328,0,1992,2026,February,6,65072,0
10/18/2026,SID008,Shuvo Das,INV2610104082,Global Apparel,Both,CUS00380,Online,Makeup Kit,COS034,Cosmetics,CAT002,2500,45,112500,5625,106875,5343.75,0,3206.25,2026,October,18,101531.25,0
9/20/2025,SID019,Tasnia Rahman,INV2509104083,Infinity Style,Male,CUS00061,Corporate,Toothbrush,HYG006,Hygiene Products,CAT004,150,41,6150,184.5,5965.5,298.28,1193.1,178.97,2025,September,20,5667.22,1193.1
9/5/2026,SID010,Siam Ahmed,INV2609104084,Beauty Avenue,Female,CUST049,Distributor,Kids Dress,APP008,Fashion Apparel,CAT001,950,87,82650,2479.5,80170.5,4008.53,24051.15,2405.11,2026,September,5,76161.97,24051.15
6/11/2025,SID013,Tanjina Sultana,INV2506104085,Blue Sky Fashion,Both,CUST014,Online,Hair Mask,COS018,Cosmetics,CAT002,1100,73,80300,2409,77891,0,23367.3,2336.73,2025,June,11,77891,23367.3
7/9/2026,SID005,Tanjina Sultana,INV2607104086,Luxury Apparel,Male,CUS00167,Corporate,Bra & Panty Set,APP013,Fashion Apparel,CAT001,900,63,56700,1701,54999,0,10999.8,1649.97,2026,July,9,54999,10999.8
2/6/2026,SID016,Mim Akter,INV2602104087,Fashion Central,Both,CUS00456,Retail,Body Wash,COS030,Cosmetics,CAT002,600,90,54000,5400,48600,972,0,1458,2026,February,6,47628,0
6/29/2025,SID020,Sadia Afrin,INV2506104088,Elegant Boutique,Female,CUS00174,Walk In,Hand Sanitizer,HYG001,Hygiene Products,CAT004,250,61,15250,1067.5,14182.5,283.65,2836.5,425.47,2025,June,29,13898.85,2836.5
8/4/2025,SID018,Sharmin Akter,INV2508104089,Glamour Point,Both,CUS00323,Retail,Umbrella,ACC014,Accessories,CAT003,1200,81,97200,6804,90396,0,0,2711.88,2025,August,4,90396,0
11/7/2026,SID018,Shakil Khan,INV2611104090,Diamond Cosmetics,Female,CUS00134,Walk In,Face Wash,COS001,Cosmetics,CAT002,450,67,30150,2110.5,28039.5,0,5607.9,841.18,2026,November,7,28039.5,5607.9
4/2/2025,SID005,Abdullah Al Mamun,INV2504104091,Bloom Cosmetics,Female,CUST027,Distributor,Men Polo Shirt,APP002,Fashion Apparel,CAT001,1100,62,68200,3410,64790,3239.5,12958,1943.7,2025,April,2,61550.5,12958
8/28/2026,SID018,Mehedi Hasan,INV2608104092,Nova Cosmetics,Both,CUS00094,Distributor,Hat,ACC007,Accessories,CAT003,700,22,15400,462,14938,746.9,0,448.14,2026,August,28,14191.1,0
1/20/2026,SID010,Farzana Akter,INV2601104093,Fashion Express,Female,CUS00131,Retail,Body Lotion,COS004,Cosmetics,CAT002,650,7,4550,227.5,4322.5,216.12,864.5,129.67,2026,January,20,4106.38,864.5
12/11/2026,SID020,Sadia Afrin,INV2612104094,Cosmo House,Both,CUST055,Distributor,Deodorant,COS016,Cosmetics,CAT002,450,30,13500,405,13095,654.75,2619,392.85,2026,December,11,12440.25,2619
5/11/2025,SID008,Nusrat Jahan,INV2505104095,Dream Fashion,Female,CUS00323,Retail,Hoodie,APP009,Fashion Apparel,CAT001,2500,13,32500,1625,30875,617.5,0,926.25,2025,May,11,30257.5,0
7/28/2026,SID004,Mim Akter,INV2607104096,Apex Fashion,Female,CUST061,Walk In,Disinfectant Spray,HYG003,Hygiene Products,CAT004,400,90,36000,1800,34200,1710,6840,1026,2026,July,28,32490,6840
3/28/2025,SID009,Shuvo Das,INV2503104097,Fashion Gallery,Male,CUS00351,Corporate,Face Cream,COS007,Cosmetics,CAT002,950,22,20900,2090,18810,376.2,5643,564.3,2025,March,28,18433.8,5643
8/31/2025,SID020,Bonna Akter,INV2508104098,Fashion Point,Both,CUS00305,Distributor,Men Jeans,APP003,Fashion Apparel,CAT001,2200,30,66000,4620,61380,0,0,1841.4,2025,August,31,61380,0
9/12/2025,SID020,Shuvo Das,INV2509104099,Urban Avenue,Female,CUS00161,Walk In,Face Serum,COS014,Cosmetics,CAT002,1300,62,80600,4030,76570,3828.5,15314,2297.1,2025,September,12,72741.5,15314
10/27/2026,SID009,Shuvo Das,INV2610104100,Fashion Gallery,Male,CUS00219,Retail,Sunscreen,COS009,Cosmetics,CAT002,1150,44,50600,5060,45540,0,9108,1366.2,2026,October,27,45540,9108
5/27/2026,SID019,Sadia Afrin,INV2605104101,Premium Beauty,Male,CUS00485,Corporate,Body Lotion,COS004,Cosmetics,CAT002,650,21,13650,955.5,12694.5,0,3808.35,380.83,2026,May,27,12694.5,3808.35
6/5/2025,SID002,Samira Akter,INV2506104102,Moonlight Cosmetics,Male,CUS00047,Walk In,Men's Innerwear,APP016,Fashion Apparel,CAT001,700,14,9800,980,8820,0,0,264.6,2025,June,5,8820,0
2/23/2026,SID002,Mahmudul Hasan,INV2602104103,Perfect Beauty,Female,CUS00030,Corporate,Footwear,ACC011,Accessories,CAT003,2500,58,145000,4350,140650,2813,42195,4219.5,2026,February,23,137837,42195
12/3/2025,SID013,Arif Hossain,INV2512104104,Luxury Apparel,Both,CUS00047,Online,Feminine Wash,HYG010,Hygiene Products,CAT004,400,46,18400,1288,17112,0,5133.6,513.36,2025,December,3,17112,5133.6
12/30/2025,SID017,Nusrat Jahan,INV2512104105,Trendy Boutique,Both,CUS00467,Distributor,Diapers,HYG012,Hygiene Products,CAT004,800,68,54400,1632,52768,2638.4,0,1583.04,2025,December,30,50129.6,0
9/25/2025,SID017,Tanjina Sultana,INV2509104106,Crystal Cosmetics,Both,CUS00420,Online,Footwear,ACC011,Accessories,CAT003,2500,31,77500,2325,75175,1503.5,22552.5,2255.25,2025,September,25,73671.5,22552.5
11/7/2026,SID003,Farzana Akter,INV2611104107,Modern Boutique,Female,CUS00420,Online,Toothbrush,HYG006,Hygiene Products,CAT004,150,34,5100,0,5100,0,1020,153,2026,November,7,5100,1020
4/13/2026,SID020,Nusrat Jahan,INV2604104108,Cosmetics World,Both,CUS00182,Online,Men Jeans,APP003,Fashion Apparel,CAT001,2200,50,110000,5500,104500,0,0,3135,2026,April,13,104500,0
4/11/2025,SID015,Sharmin Akter,INV2504104109,Glamour Point,Female,CUS00319,Retail,Diapers,HYG012,Hygiene Products,CAT004,800,96,76800,0,76800,1536,0,2304,2025,April,11,75264,0
12/10/2026,SID006,Arif Hossain,INV2612104110,Beauty Express,Male,CUST002,Online,Hair Removal Cream,HYG013,Hygiene Products,CAT004,450,9,4050,283.5,3766.5,0,1129.95,112.99,2026,December,10,3766.5,1129.95
3/4/2025,SID011,Bonna Akter,INV2503104111,Classic Beauty,Both,CUST025,Corporate,Face Mask,COS020,Cosmetics,CAT002,600,64,38400,3840,34560,1728,6912,1036.8,2025,March,4,32832,6912
12/14/2025,SID002,Arif Hossain,INV2512104112,Trendy Boutique,Female,CUS00282,Distributor,Makeup Remover,COS015,Cosmetics,CAT002,550,72,39600,3960,35640,712.8,7128,1069.2,2025,December,14,34927.2,7128
6/3/2026,SID020,Sharmin Akter,INV2606104113,Fashion Central,Both,CUS00114,Retail,Belt,ACC003,Accessories,CAT003,800,81,64800,3240,61560,3078,12312,1846.8,2026,June,3,58482,12312
6/22/2025,SID013,Arif Hossain,INV2506104114,Fashion Plus,Female,CUS00420,Retail,Compact Powder,COS008,Cosmetics,CAT002,800,46,36800,3680,33120,0,9936,993.6,2025,June,22,33120,9936
5/3/2026,SID010,Nayeem Hasan,INV2605104115,Elegant Choice,Both,CUS00114,Online,Body Oil,COS040,Cosmetics,CAT002,800,17,13600,0,13600,272,4080,408,2026,May,3,13328,4080
11/9/2025,SID016,Sharmin Akter,INV2511104116,Chic Collection,Male,CUST050,Online,Women's Saree,APP005,Fashion Apparel,CAT001,3200,56,179200,5376,173824,3476.48,52147.2,5214.72,2025,November,9,170347.52,52147.2
3/8/2026,SID010,Sadia Afrin,INV2603104117,Cosmetics Plus,Female,CUS00070,Corporate,Foot Care Cream,HYG014,Hygiene Products,CAT004,300,25,7500,225,7275,0,0,218.25,2026,March,8,7275,0
8/5/2025,SID020,Rashedul Islam,INV2508104118,Infinity Style,Female,CUS00440,Walk In,Perfume,COS003,Cosmetics,CAT002,2200,89,195800,19580,176220,8811,0,5286.6,2025,August,5,167409,0
4/17/2025,SID004,Farzana Akter,INV2504104119,Rainbow Apparel,Both,CUS00416,Retail,Hair Accessories,ACC010,Accessories,CAT003,400,63,25200,2520,22680,0,4536,680.4,2025,April,17,22680,4536
1/6/2025,SID013,Arif Hossain,INV2501104120,Rainbow Apparel,Both,CUS00231,Walk In,Underarm Whitening Cream,COS024,Cosmetics,CAT002,500,59,29500,0,29500,590,0,885,2025,January,6,28910,0
11/20/2025,SID003,Rashedul Islam,INV2511104121,Urban Avenue,Male,CUS00201,Retail,Kids T-Shirt,APP007,Fashion Apparel,CAT001,650,81,52650,3685.5,48964.5,979.29,0,1468.93,2025,November,20,47985.21,0
10/25/2025,SID012,Sadia Afrin,INV2510104122,Classic Beauty,Both,CUST025,Corporate,Shaving Cream,COS021,Cosmetics,CAT002,350,36,12600,882,11718,234.36,2343.6,351.54,2025,October,25,11483.64,2343.6
11/26/2026,SID008,Tanjina Sultana,INV2611104123,Bloom Cosmetics,Female,CUST027,Distributor,Kids T-Shirt,APP007,Fashion Apparel,CAT001,650,50,32500,3250,29250,0,5850,877.5,2026,November,26,29250,5850
4/12/2025,SID017,Farzana Akter,INV2504104124,Chic Collection,Male,CUST050,Online,Wallet,ACC002,Accessories,CAT003,1200,60,72000,2160,69840,1396.8,20952,2095.2,2025,April,12,68443.2,20952
7/15/2025,SID004,Tasnia Rahman,INV2507104125,Pink Beauty,Both,CUS00274,Distributor,Toothbrush,HYG006,Hygiene Products,CAT004,150,20,3000,90,2910,58.2,0,87.3,2025,July,15,2851.8,0
12/21/2025,SID013,Mahmudul Hasan,INV2512104126,Style World,Male,CUS00213,Retail,Feminine Wash,COS022,Cosmetics,CAT002,400,84,33600,1680,31920,638.4,0,957.6,2025,December,21,31281.6,0
2/16/2026,SID013,Nayeem Hasan,INV2602104127,Fashion Gallery,Both,CUS00409,Online,Shaving Cream,HYG009,Hygiene Products,CAT004,350,40,14000,980,13020,651,3906,390.6,2026,February,16,12369,3906
9/4/2026,SID004,Shuvo Das,INV2609104128,Elite Collection,Female,CUS00043,Corporate,Feminine Wash,COS022,Cosmetics,CAT002,400,14,5600,168,5432,271.6,0,162.96,2026,September,4,5160.4,0
6/30/2026,SID018,Sadia Afrin,INV2606104129,Dream Fashion,Both,CUS00317,Online,Footwear,ACC011,Accessories,CAT003,2500,65,162500,0,162500,0,32500,4875,2026,June,30,162500,32500
2/15/2025,SID018,Rafiul Karim,INV2502104130,Golden Fashion,Male,CUS00017,Walk In,Shaving Cream,COS021,Cosmetics,CAT002,350,66,23100,1617,21483,0,6444.9,644.49,2025,February,15,21483,6444.9
11/25/2026,SID012,Shakil Khan,INV2611104131,Urban Trends,Both,CUS00231,Corporate,Hair Spray,COS029,Cosmetics,CAT002,450,36,16200,0,16200,810,3240,486,2026,November,25,15390,3240
1/27/2026,SID018,Nusrat Jahan,INV2601104132,Prime Collection,Male,CUS00105,Retail,Hat,ACC007,Accessories,CAT003,700,86,60200,0,60200,1204,18060,1806,2026,January,27,58996,18060
